id	sentence	pros	formula
5294	Un homme monte dans une voiture	p(1,p(0,p(0,'Un',homme),monte),p(0,dans,p(0,une,voiture)))	appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1))))
5295	Un homme monte dans une voiture dans un garage	p(1,p(1,p(0,p(0,'Un',homme),monte),p(0,dans,p(0,une,voiture))),p(0,dans,p(0,un,garage)))	appl(appl(word(6),appl(word(7),word(8))),appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1)))))
5296	Un homme descend de la voiture	p(0,p(0,'Un',homme),p(0,descend,p(0,de,p(0,la,voiture))))	appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))
5297	Un homme monte dans une voiture dans un garage	p(1,p(1,p(0,p(0,'Un',homme),monte),p(0,dans,p(0,une,voiture))),p(0,dans,p(0,un,garage)))	appl(appl(word(6),appl(word(7),word(8))),appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1)))))
5298	Un homme monte dans une voiture	p(1,p(0,p(0,'Un',homme),monte),p(0,dans,p(0,une,voiture)))	appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1))))
5299	Une personne coupe un capsicum en morceaux	p(1,p(0,p(0,'Une',personne),p(0,coupe,p(0,un,capsicum))),p(0,en,morceaux))	appl(appl(word(5),word(6)),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1))))
5301	Une personne coupe un capsicum en morceaux	p(1,p(0,p(0,'Une',personne),p(0,coupe,p(0,un,capsicum))),p(0,en,morceaux))	appl(appl(word(5),word(6)),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1))))
5302	Personne ne coupe un capsicum en morceaux	p(1,p(0,'Personne',p(0,ne,p(0,coupe,p(0,un,capsicum)))),p(0,en,morceaux))	appl(appl(word(5),word(6)),appl(appl(word(1),appl(word(2),appl(word(3),word(4)))),word(0)))
5306	La personne ne coupe pas une gousse d'ail en morceaux	p(0,p(0,'La',personne),p(0,ne,p(0,p(1,coupe,pas),p(0,une,p(0,p(0,gousse,p(0,'d\'',ail)),p(0,en,morceaux))))))	appl(appl(word(2),lambda(A,appl(word(4),appl(appl(word(3),appl(word(5),appl(appl(word(9),word(10)),appl(appl(word(7),word(8)),word(6))))),A)))),appl(word(0),word(1)))
5307	Une personne coupe un capsicum en morceaux	p(1,p(0,p(0,'Une',personne),p(0,coupe,p(0,un,capsicum))),p(0,en,morceaux))	appl(appl(word(5),word(6)),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1))))
5309	Une personne coupe un capsicum en morceaux	p(1,p(0,p(0,'Une',personne),p(0,coupe,p(0,un,capsicum))),p(0,en,morceaux))	appl(appl(word(5),word(6)),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1))))
5310	La personne ne coupe pas une gousse d'ail en morceaux	p(0,p(0,'La',personne),p(0,ne,p(0,p(1,coupe,pas),p(0,une,p(0,p(0,gousse,p(0,'d\'',ail)),p(0,en,morceaux))))))	appl(appl(word(2),lambda(A,appl(word(4),appl(appl(word(3),appl(word(5),appl(appl(word(9),word(10)),appl(appl(word(7),word(8)),word(6))))),A)))),appl(word(0),word(1)))
5313	Personne ne coupe un capsicum en morceaux	p(1,p(0,'Personne',p(0,ne,p(0,coupe,p(0,un,capsicum)))),p(0,en,morceaux))	appl(appl(word(5),word(6)),appl(appl(word(1),appl(word(2),appl(word(3),word(4)))),word(0)))
5316	Une personne coupe un capsicum en morceaux	p(1,p(0,p(0,'Une',personne),p(0,coupe,p(0,un,capsicum))),p(0,en,morceaux))	appl(appl(word(5),word(6)),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1))))
5317	Un homme joue avec la guitare	p(0,p(0,'Un',homme),p(0,joue,p(0,avec,p(0,la,guitare))))	appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))
5318	Un homme joue de la guitare	p(0,p(0,'Un',homme),p(0,joue,p(0,de,p(0,la,guitare))))	appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))
5320	Un homme joue de la guitare	p(0,p(0,'Un',homme),p(0,joue,p(0,de,p(0,la,guitare))))	appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))
5322	L'homme chante et joue de la guitare	p(0,p(0,'L\'',homme),p(0,chante,p(0,et,p(0,joue,p(0,de,p(0,la,guitare))))))	appl(appl(appl(word(3),appl(word(4),appl(word(5),appl(word(6),word(7))))),word(2)),appl(word(0),word(1)))
5323	Il n'y a pas d'homme qui chante et joue de la guitare	p(0,'Il',p(0,p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,'d\'',p(0,homme,p(0,qui,chante))))))),p(0,et,p(0,joue,p(0,de,p(0,la,guitare))))))	appl(appl(appl(word(9),appl(word(10),appl(word(11),appl(word(12),word(13))))),appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),appl(appl(word(7),word(8)),word(6))))),word(2)))),word(0))
5324	L'homme chante et joue de la guitare	p(0,p(0,'L\'',homme),p(0,chante,p(0,et,p(0,joue,p(0,de,p(0,la,guitare))))))	appl(appl(appl(word(3),appl(word(4),appl(word(5),appl(word(6),word(7))))),word(2)),appl(word(0),word(1)))
5326	Un homme joue de la guitare	p(0,p(0,'Un',homme),p(0,joue,p(0,de,p(0,la,guitare))))	appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))
5327	Il n'y a pas d'homme qui chante et joue de la guitare	p(0,'Il',p(0,p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,'d\'',p(0,homme,p(0,qui,chante))))))),p(0,et,p(0,joue,p(0,de,p(0,la,guitare))))))	appl(appl(appl(word(9),appl(word(10),appl(word(11),appl(word(12),word(13))))),appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),appl(appl(word(7),word(8)),word(6))))),word(2)))),word(0))
5328	Un homme joue de la guitare	p(0,p(0,'Un',homme),p(0,joue,p(0,de,p(0,la,guitare))))	appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))
5329	L'homme chante et joue de la guitare	p(0,p(0,'L\'',homme),p(0,chante,p(0,et,p(0,joue,p(0,de,p(0,la,guitare))))))	appl(appl(appl(word(3),appl(word(4),appl(word(5),appl(word(6),word(7))))),word(2)),appl(word(0),word(1)))
5330	Un homme joue avec la guitare	p(0,p(0,'Un',homme),p(0,joue,p(0,avec,p(0,la,guitare))))	appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))
5331	L'homme chante et joue de la guitare	p(0,p(0,'L\'',homme),p(0,chante,p(0,et,p(0,joue,p(0,de,p(0,la,guitare))))))	appl(appl(appl(word(3),appl(word(4),appl(word(5),appl(word(6),word(7))))),word(2)),appl(word(0),word(1)))
5333	L'homme chante et joue de la guitare	p(0,p(0,'L\'',homme),p(0,chante,p(0,et,p(0,joue,p(0,de,p(0,la,guitare))))))	appl(appl(appl(word(3),appl(word(4),appl(word(5),appl(word(6),word(7))))),word(2)),appl(word(0),word(1)))
5334	Un homme joue de la guitare	p(0,p(0,'Un',homme),p(0,joue,p(0,de,p(0,la,guitare))))	appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))
5335	La personne fait bouillir les nouilles	p(0,p(0,'La',personne),p(0,p(0,fait,bouillir),p(0,les,nouilles)))	appl(appl(appl(word(2),word(3)),appl(word(4),word(5))),appl(word(0),word(1)))
5336	Une personne fait bouillir des nouilles	p(0,p(0,'Une',personne),p(0,p(0,fait,bouillir),p(0,des,nouilles)))	appl(appl(appl(word(2),word(3)),appl(word(4),word(5))),appl(word(0),word(1)))
5337	Une personne fait bouillir des nouilles	p(0,p(0,'Une',personne),p(0,p(0,fait,bouillir),p(0,des,nouilles)))	appl(appl(appl(word(2),word(3)),appl(word(4),word(5))),appl(word(0),word(1)))
5339	Les nouilles sont bouillies dans l'eau par une femme	p(0,p(0,'Les',nouilles),p(0,sont,p(0,p(1,bouillies,p(0,dans,p(0,'l\'',eau))),p(0,par,p(0,une,femme)))))	appl(appl(word(2),lambda(A,appl(appl(word(4),appl(word(5),word(6))),appl(appl(word(3),appl(word(7),appl(word(8),word(9)))),A)))),appl(word(0),word(1)))
5340	Une femme fait bouillir des nouilles dans l'eau	p(1,p(0,p(0,'Une',femme),p(0,p(0,fait,bouillir),p(0,des,nouilles))),p(0,dans,p(0,'l\'',eau)))	appl(appl(word(6),appl(word(7),word(8))),appl(appl(appl(word(2),word(3)),appl(word(4),word(5))),appl(word(0),word(1))))
5342	Une femme fait bouillir des nouilles dans l'eau	p(1,p(0,p(0,'Une',femme),p(0,p(0,fait,bouillir),p(0,des,nouilles))),p(0,dans,p(0,'l\'',eau)))	appl(appl(word(6),appl(word(7),word(8))),appl(appl(appl(word(2),word(3)),appl(word(4),word(5))),appl(word(0),word(1))))
5343	Les nouilles sont bouillies dans l'eau par une femme	p(0,p(0,'Les',nouilles),p(0,sont,p(0,p(1,bouillies,p(0,dans,p(0,'l\'',eau))),p(0,par,p(0,une,femme)))))	appl(appl(word(2),lambda(A,appl(appl(word(4),appl(word(5),word(6))),appl(appl(word(3),appl(word(7),appl(word(8),word(9)))),A)))),appl(word(0),word(1)))
5344	Une personne fait bouillir des nouilles	p(0,p(0,'Une',personne),p(0,p(0,fait,bouillir),p(0,des,nouilles)))	appl(appl(appl(word(2),word(3)),appl(word(4),word(5))),appl(word(0),word(1)))
5346	Une personne fait bouillir des nouilles	p(0,p(0,'Une',personne),p(0,p(0,fait,bouillir),p(0,des,nouilles)))	appl(appl(appl(word(2),word(3)),appl(word(4),word(5))),appl(word(0),word(1)))
5347	Une femme fait bouillir des nouilles dans l'eau	p(1,p(0,p(0,'Une',femme),p(0,p(0,fait,bouillir),p(0,des,nouilles))),p(0,dans,p(0,'l\'',eau)))	appl(appl(word(6),appl(word(7),word(8))),appl(appl(appl(word(2),word(3)),appl(word(4),word(5))),appl(word(0),word(1))))
5348	La personne fait bouillir les nouilles	p(0,p(0,'La',personne),p(0,p(0,fait,bouillir),p(0,les,nouilles)))	appl(appl(appl(word(2),word(3)),appl(word(4),word(5))),appl(word(0),word(1)))
5350	Une femme fait bouillir des nouilles dans l'eau	p(1,p(0,p(0,'Une',femme),p(0,p(0,fait,bouillir),p(0,des,nouilles))),p(0,dans,p(0,'l\'',eau)))	appl(appl(word(6),appl(word(7),word(8))),appl(appl(appl(word(2),word(3)),appl(word(4),word(5))),appl(word(0),word(1))))
5351	Une femme fait bouillir des nouilles dans l'eau	p(1,p(0,p(0,'Une',femme),p(0,p(0,fait,bouillir),p(0,des,nouilles))),p(0,dans,p(0,'l\'',eau)))	appl(appl(word(6),appl(word(7),word(8))),appl(appl(appl(word(2),word(3)),appl(word(4),word(5))),appl(word(0),word(1))))
5352	Une personne fait bouillir des nouilles	p(0,p(0,'Une',personne),p(0,p(0,fait,bouillir),p(0,des,nouilles)))	appl(appl(appl(word(2),word(3)),appl(word(4),word(5))),appl(word(0),word(1)))
5375	Une femme, qui est assise, chante une chanson et joue de la guitare	p(0,p(0,p(0,'Une',femme),p(0,',',p(0,qui,p(0,est,assise)))),p(0,p(0,p(0,',',chante),p(0,une,chanson)),p(0,et,p(0,joue,p(0,de,p(0,la,guitare))))))	appl(appl(appl(word(10),appl(word(11),appl(word(12),appl(word(13),word(14))))),appl(word(7),appl(word(8),word(9)))),appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1))))
5376	Une femme assise chante une chanson et joue de la guitare	p(0,p(0,'Une',p(0,femme,assise)),p(0,p(0,chante,p(0,une,chanson)),p(0,et,p(0,joue,p(0,de,p(0,la,guitare))))))	appl(appl(appl(word(6),appl(word(7),appl(word(8),appl(word(9),word(10))))),appl(word(3),appl(word(4),word(5)))),appl(word(0),appl(word(2),word(1))))
5377	Il n'y a pas de femme assise chantant une chanson et jouant de la guitare	p(0,'Il',p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,de,p(0,p(0,femme,assise),p(0,p(0,chantant,p(0,une,chanson)),p(0,et,p(0,jouant,p(0,de,p(0,la,guitare))))))))))))	appl(appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),appl(appl(appl(word(11),appl(word(12),appl(word(13),appl(word(14),word(15))))),appl(word(8),appl(word(9),word(10)))),appl(word(7),word(6)))))),word(2))),word(0))
5378	Une femme assise chante une chanson et joue de la guitare	p(0,p(0,'Une',p(0,femme,assise)),p(0,p(0,chante,p(0,une,chanson)),p(0,et,p(0,joue,p(0,de,p(0,la,guitare))))))	appl(appl(appl(word(6),appl(word(7),appl(word(8),appl(word(9),word(10))))),appl(word(3),appl(word(4),word(5)))),appl(word(0),appl(word(2),word(1))))
5382	Une femme sur un rocher se tient debout et regarde autour	p(0,p(0,'Une',p(0,femme,p(0,sur,p(0,un,rocher)))),p(0,p(0,se,p(0,tient,debout)),p(0,et,p(1,regarde,autour))))	appl(appl(appl(word(8),lambda(A,appl(word(10),appl(word(9),A)))),appl(appl(word(6),word(7)),word(5))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
5386	Une femme assise chante une chanson et joue de la guitare	p(0,p(0,'Une',p(0,femme,assise)),p(0,p(0,chante,p(0,une,chanson)),p(0,et,p(0,joue,p(0,de,p(0,la,guitare))))))	appl(appl(appl(word(6),appl(word(7),appl(word(8),appl(word(9),word(10))))),appl(word(3),appl(word(4),word(5)))),appl(word(0),appl(word(2),word(1))))
5387	Une femme assise chante une chanson et joue de la guitare	p(0,p(0,'Une',p(0,femme,assise)),p(0,p(0,chante,p(0,une,chanson)),p(0,et,p(0,joue,p(0,de,p(0,la,guitare))))))	appl(appl(appl(word(6),appl(word(7),appl(word(8),appl(word(9),word(10))))),appl(word(3),appl(word(4),word(5)))),appl(word(0),appl(word(2),word(1))))
5388	Une femme sur un rocher se tient debout et regarde autour	p(0,p(0,'Une',p(0,femme,p(0,sur,p(0,un,rocher)))),p(0,p(0,se,p(0,tient,debout)),p(0,et,p(1,regarde,autour))))	appl(appl(appl(word(8),lambda(A,appl(word(10),appl(word(9),A)))),appl(appl(word(6),word(7)),word(5))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
5390	Une femme assise chante une chanson et joue de la guitare	p(0,p(0,'Une',p(0,femme,assise)),p(0,p(0,chante,p(0,une,chanson)),p(0,et,p(0,joue,p(0,de,p(0,la,guitare))))))	appl(appl(appl(word(6),appl(word(7),appl(word(8),appl(word(9),word(10))))),appl(word(3),appl(word(4),word(5)))),appl(word(0),appl(word(2),word(1))))
5392	Une femme, qui est assise, chante une chanson et joue de la guitare	p(0,p(0,p(0,'Une',femme),p(0,',',p(0,qui,p(0,est,assise)))),p(0,p(0,p(0,',',chante),p(0,une,chanson)),p(0,et,p(0,joue,p(0,de,p(0,la,guitare))))))	appl(appl(appl(word(10),appl(word(11),appl(word(12),appl(word(13),word(14))))),appl(word(7),appl(word(8),word(9)))),appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1))))
5394	Il n'y a pas de femme assise chantant une chanson et jouant de la guitare	p(0,'Il',p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,de,p(0,p(0,femme,assise),p(0,p(0,chantant,p(0,une,chanson)),p(0,et,p(0,jouant,p(0,de,p(0,la,guitare))))))))))))	appl(appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),appl(appl(appl(word(11),appl(word(12),appl(word(13),appl(word(14),word(15))))),appl(word(8),appl(word(9),word(10)))),appl(word(7),word(6)))))),word(2))),word(0))
5395	Une femme assise chante une chanson et joue de la guitare	p(0,p(0,'Une',p(0,femme,assise)),p(0,p(0,chante,p(0,une,chanson)),p(0,et,p(0,joue,p(0,de,p(0,la,guitare))))))	appl(appl(appl(word(6),appl(word(7),appl(word(8),appl(word(9),word(10))))),appl(word(3),appl(word(4),word(5)))),appl(word(0),appl(word(2),word(1))))
5397	Un homme joue de la guitare acoustique	p(0,p(0,'Un',homme),p(0,joue,p(0,de,p(0,la,p(0,guitare,acoustique)))))	appl(appl(word(2),appl(word(3),appl(word(4),appl(word(6),word(5))))),appl(word(0),word(1)))
5398	Un homme joue d'une guitare acoustique	p(0,p(0,'Un',homme),p(0,joue,p(0,'d\'',p(0,une,p(0,guitare,acoustique)))))	appl(appl(word(2),appl(word(3),appl(word(4),appl(word(6),word(5))))),appl(word(0),word(1)))
5399	Un homme emballe une guitare acoustique	p(0,p(0,'Un',homme),p(0,emballe,p(0,une,p(0,guitare,acoustique))))	appl(appl(word(2),appl(word(3),appl(word(5),word(4)))),appl(word(0),word(1)))
5400	Un homme joue de la guitare acoustique	p(0,p(0,'Un',homme),p(0,joue,p(0,de,p(0,la,p(0,guitare,acoustique)))))	appl(appl(word(2),appl(word(3),appl(word(4),appl(word(6),word(5))))),appl(word(0),word(1)))
5405	Un homme joue de la guitare acoustique	p(0,p(0,'Un',homme),p(0,joue,p(0,de,p(0,la,p(0,guitare,acoustique)))))	appl(appl(word(2),appl(word(3),appl(word(4),appl(word(6),word(5))))),appl(word(0),word(1)))
5408	Un homme joue de la guitare acoustique	p(0,p(0,'Un',homme),p(0,joue,p(0,de,p(0,la,p(0,guitare,acoustique)))))	appl(appl(word(2),appl(word(3),appl(word(4),appl(word(6),word(5))))),appl(word(0),word(1)))
5410	Un homme joue d'une guitare acoustique	p(0,p(0,'Un',homme),p(0,joue,p(0,'d\'',p(0,une,p(0,guitare,acoustique)))))	appl(appl(word(2),appl(word(3),appl(word(4),appl(word(6),word(5))))),appl(word(0),word(1)))
5411	Un homme emballe une guitare acoustique	p(0,p(0,'Un',homme),p(0,emballe,p(0,une,p(0,guitare,acoustique))))	appl(appl(word(2),appl(word(3),appl(word(5),word(4)))),appl(word(0),word(1)))
5414	Un homme joue de la guitare acoustique	p(0,p(0,'Un',homme),p(0,joue,p(0,de,p(0,la,p(0,guitare,acoustique)))))	appl(appl(word(2),appl(word(3),appl(word(4),appl(word(6),word(5))))),appl(word(0),word(1)))
5415	La dame brise des œufs crus dans un bol	p(1,p(0,p(0,'La',dame),p(0,brise,p(0,des,p(0,oeufs,crus)))),p(0,dans,p(0,un,bol)))	appl(appl(word(6),appl(word(7),word(8))),appl(appl(word(2),appl(word(3),appl(word(5),word(4)))),appl(word(0),word(1))))
5416	La dame brise des œufs crus dans un bol	p(1,p(0,p(0,'La',dame),p(0,brise,p(0,des,p(0,oeufs,crus)))),p(0,dans,p(0,un,bol)))	appl(appl(word(6),appl(word(7),word(8))),appl(appl(word(2),appl(word(3),appl(word(5),word(4)))),appl(word(0),word(1))))
5417	La dame brise des œufs crus dans un bol	p(1,p(0,p(0,'La',dame),p(0,brise,p(0,des,p(0,oeufs,crus)))),p(0,dans,p(0,un,bol)))	appl(appl(word(6),appl(word(7),word(8))),appl(appl(word(2),appl(word(3),appl(word(5),word(4)))),appl(word(0),word(1))))
5418	La dame ne brise pas les œufs crus dans un bol	p(1,p(0,p(0,'La',dame),p(0,ne,p(0,p(1,brise,pas),p(0,les,p(0,oeufs,crus))))),p(0,dans,p(0,un,bol)))	appl(appl(word(8),appl(word(9),word(10))),appl(appl(word(2),lambda(A,appl(word(4),appl(appl(word(3),appl(word(5),appl(word(7),word(6)))),A)))),appl(word(0),word(1))))
5419	La femme craque des œufs dans un bol	p(1,p(0,p(0,'La',femme),p(0,craque,p(0,des,oeufs))),p(0,dans,p(0,un,bol)))	appl(appl(word(5),appl(word(6),word(7))),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1))))
5421	La femme range les œufs	p(0,p(0,'La',femme),p(0,range,p(0,les,oeufs)))	appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))
5422	La femme craque des œufs dans un bol	p(1,p(0,p(0,'La',femme),p(0,craque,p(0,des,oeufs))),p(0,dans,p(0,un,bol)))	appl(appl(word(5),appl(word(6),word(7))),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1))))
5423	La dame brise des œufs crus dans un bol	p(1,p(0,p(0,'La',dame),p(0,brise,p(0,des,p(0,oeufs,crus)))),p(0,dans,p(0,un,bol)))	appl(appl(word(6),appl(word(7),word(8))),appl(appl(word(2),appl(word(3),appl(word(5),word(4)))),appl(word(0),word(1))))
5425	La femme range les œufs	p(0,p(0,'La',femme),p(0,range,p(0,les,oeufs)))	appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))
5426	La dame brise des œufs crus dans un bol	p(1,p(0,p(0,'La',dame),p(0,brise,p(0,des,p(0,oeufs,crus)))),p(0,dans,p(0,un,bol)))	appl(appl(word(6),appl(word(7),word(8))),appl(appl(word(2),appl(word(3),appl(word(5),word(4)))),appl(word(0),word(1))))
5427	La dame brise des œufs crus dans un bol	p(1,p(0,p(0,'La',dame),p(0,brise,p(0,des,p(0,oeufs,crus)))),p(0,dans,p(0,un,bol)))	appl(appl(word(6),appl(word(7),word(8))),appl(appl(word(2),appl(word(3),appl(word(5),word(4)))),appl(word(0),word(1))))
5428	La femme craque des œufs dans un bol	p(1,p(0,p(0,'La',femme),p(0,craque,p(0,des,oeufs))),p(0,dans,p(0,un,bol)))	appl(appl(word(5),appl(word(6),word(7))),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1))))
5429	La femme craque des œufs dans un bol	p(1,p(0,p(0,'La',femme),p(0,craque,p(0,des,oeufs))),p(0,dans,p(0,un,bol)))	appl(appl(word(5),appl(word(6),word(7))),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1))))
5430	La dame ne brise pas les œufs crus dans un bol	p(1,p(0,p(0,'La',dame),p(0,ne,p(0,p(1,brise,pas),p(0,les,p(0,oeufs,crus))))),p(0,dans,p(0,un,bol)))	appl(appl(word(8),appl(word(9),word(10))),appl(appl(word(2),lambda(A,appl(word(4),appl(appl(word(3),appl(word(5),appl(word(7),word(6)))),A)))),appl(word(0),word(1))))
5431	La dame brise des œufs crus dans un bol	p(1,p(0,p(0,'La',dame),p(0,brise,p(0,des,p(0,oeufs,crus)))),p(0,dans,p(0,un,bol)))	appl(appl(word(6),appl(word(7),word(8))),appl(appl(word(2),appl(word(3),appl(word(5),word(4)))),appl(word(0),word(1))))
5432	La femme craque des œufs dans un bol	p(1,p(0,p(0,'La',femme),p(0,craque,p(0,des,oeufs))),p(0,dans,p(0,un,bol)))	appl(appl(word(5),appl(word(6),word(7))),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1))))
5433	Un joueur de football marque un but	p(0,p(0,'Un',p(0,joueur,p(0,de,football))),p(0,marque,p(0,un,but)))	appl(appl(word(4),appl(word(5),word(6))),appl(word(0),appl(appl(word(2),word(3)),word(1))))
5434	Un joueur de football marque un but	p(0,p(0,'Un',p(0,joueur,p(0,de,football))),p(0,marque,p(0,un,but)))	appl(appl(word(4),appl(word(5),word(6))),appl(word(0),appl(appl(word(2),word(3)),word(1))))
5435	Un joueur de football marque un but	p(0,p(0,'Un',p(0,joueur,p(0,de,football))),p(0,marque,p(0,un,but)))	appl(appl(word(4),appl(word(5),word(6))),appl(word(0),appl(appl(word(2),word(3)),word(1))))
5436	Un joueur de football manque un but	p(0,p(0,'Un',p(0,joueur,p(0,de,football))),p(0,manque,p(0,un,but)))	appl(appl(word(4),appl(word(5),word(6))),appl(word(0),appl(appl(word(2),word(3)),word(1))))
5437	Certaines personnes qui jouent au football frappent un ballon de football dans le but	p(1,p(0,p(0,'Certaines',p(0,personnes,p(0,qui,p(0,jouent,p(0,au,football))))),p(0,frappent,p(0,un,p(0,ballon,p(0,de,football))))),p(0,dans,p(0,le,but)))	appl(appl(word(11),appl(word(12),word(13))),appl(appl(word(6),appl(word(7),appl(appl(word(9),word(10)),word(8)))),appl(word(0),appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),word(1)))))
